seqnames	start	end	width	strand	gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	control_mean_psi	tdp43kd_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	lsv_junc	ir_start	ir_end	paste_into_igv_junction	junc_dist	strand_start	transcript_id_start	exon_name_start	exon_rank_start	gene_id_start	strand_end	transcript_id_end	exon_name_end	exon_rank_end	gene_id_end	gene_id_junc	junc_in_ref	junc_cat
chr19	38536070	38537880	1811	+	RYR1	ENSG00000196218.14	ENSG00000196218.14:t:38537880-38537960	0.1553	0.9998	2.393e-10	0.0367	0.1812	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|i	5	4	0	ENSG00000196218.14:t:38537880-38537960_38536070-38537880	NA	NA	chr19:38536070-38537880	1810	+	ENST00000359596.8|ENST00000355481.8|ENST00000594335.5|ENST00000596431.5	ENSE00003531559.1|ENSE00003606127.1	82|81|41|4	ENSG00000196218.14	+	ENST00000359596.8|ENST00000355481.8|ENST00000594335.5|ENST00000596431.5|ENST00000593322.1|ENST00000688602.1|ENST00000689936.1	ENSE00003649416.1|ENSE00003626764.1|ENSE00003665542.1	84|83|42|5|4|2|1	ENSG00000196218.14	ENSG00000196218.14	TRUE	annotated
chr17	29128544	29130372	1829	-	MYO18A	ENSG00000196535.20	ENSG00000196535.20:s:29130372-29130408	0.1876	0.9916	6.946e-06	0.0494	0.2347	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000196535.20:s:29130372-29130408_29128544-29130372	29128545	29130371	chr17:29128544-29130372	1828	-	ENST00000533420.3	ENSE00002141082.3	4	ENSG00000196535.20						ENSG00000196535.20	FALSE	novel_donor
chr17	29131442	29165942	34501	-	MYO18A	ENSG00000196535.20	ENSG00000196535.20:s:29165942-29167021	0.2576	0.9948	7.402e-05	0.034	0.2978	s|1e1.1o1|1e2.1o3|1e3.1o1|1e4.1o1	4	5	1	ENSG00000196535.20:s:29165942-29167021_29131442-29165942	NA	NA	chr17:29131442-29165942	34500						-	ENST00000527372.7|ENST00000533112.5|ENST00000531253.5|ENST00000704659.1	ENSE00002189252.1	2	ENSG00000196535.20	ENSG00000196535.20	FALSE	novel_acceptor
chr5	180848082	180851381	3300	-	ZFP62	ENSG00000196670.14	ENSG00000196670.14:s:180850915-180851493	0.1429	0.7777	0.01605	0.0374	0.1868	s|1e1.1o1|i	2	2	0	ENSG00000196670.14:s:180850915-180851493_180848082-180851381	180849517	180850914	chr5:180848082-180851381	3299	-	ENST00000506377.5|ENST00000507843.1	ENSE00002088108.1|ENSE00002039487.1	4|2	ENSG00000196670.14	-	ENST00000506377.5	ENSE00002035309.1	3	ENSG00000196670.14	ENSG00000196670.14	TRUE	annotated
chr5	180848082	180851381	3300	-	ZFP62	ENSG00000196670.14	ENSG00000196670.14:t:180847611-180848082	0.1487	0.8119	0.01262	0.0353	0.1964	t|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000196670.14:t:180847611-180848082_180848082-180851381	180848083	180849153	chr5:180848082-180851381	3299	-	ENST00000506377.5|ENST00000507843.1	ENSE00002088108.1|ENSE00002039487.1	4|2	ENSG00000196670.14	-	ENST00000506377.5	ENSE00002035309.1	3	ENSG00000196670.14	ENSG00000196670.14	TRUE	annotated
chr21	45205752	45208833	3082	+	ADARB1	ENSG00000197381.18	ENSG00000197381.18:s:45205660-45205752	0.3421	1	3.83e-10	0.0059	0.3618	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000197381.18:s:45205660-45205752_45205752-45208833	NA	NA	chr21:45205752-45208833	3081												FALSE	none
chr5	37245598	37247618	2021	-	CPLANE1	ENSG00000197603.16	ENSG00000197603.16:s:37247618-37247792	0.1145	0.6192	0.04267	0.0401	0.1724	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000197603.16:s:37247618-37247792_37245598-37247618	NA	NA	chr5:37245598-37247618	2020	-	ENST00000508244.5|ENST00000651892.2|ENST00000425232.7|ENST00000675547.1	ENSE00003619366.1|ENSE00003900513.1	3|4|1|2	ENSG00000197603.16	-	ENST00000508244.5|ENST00000651892.2	ENSE00002046656.1|ENSE00003595466.1	1|2	ENSG00000197603.16	ENSG00000197603.16	FALSE	novel_exon_skip
chr5	37245598	37247618	2021	-	CPLANE1	ENSG00000197603.16	ENSG00000197603.16:t:37245479-37245598	0.1182	0.6499	0.03807	0.0327	0.1633	t|1e1.2o2|1e2.1o1|1e3.1o1	3	4	1	ENSG00000197603.16:t:37245479-37245598_37245598-37247618	NA	NA	chr5:37245598-37247618	2020	-	ENST00000508244.5|ENST00000651892.2|ENST00000425232.7|ENST00000675547.1	ENSE00003619366.1|ENSE00003900513.1	3|4|1|2	ENSG00000197603.16	-	ENST00000508244.5|ENST00000651892.2	ENSE00002046656.1|ENSE00003595466.1	1|2	ENSG00000197603.16	ENSG00000197603.16	FALSE	novel_exon_skip
chr9	93660560	93661348	789	+	PHF2	ENSG00000197724.11	ENSG00000197724.11:s:93660192-93660560	0.1015	0.5135	0.0584	0.0026	0.1268	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000197724.11:s:93660192-93660560_93660560-93661348	NA	NA	chr9:93660560-93661348	788	+	ENST00000359246.9	ENSE00000900740.1	12	ENSG00000197724.11						ENSG00000197724.11	FALSE	novel_acceptor
chr12	111365651	111366113	463	-	PHETA1	ENSG00000198324.14	ENSG00000198324.14:s:111366113-111366257	0.1267	0.6684	0.03471	0.005	0.1767	s|1e2.2o2|2e1.1o1|2e2.1o2	3	3	0	ENSG00000198324.14:s:111366113-111366257_111365651-111366113	NA	NA	chr12:111365651-111366113	462	-	ENST00000361483.4	ENSE00003463180.1	3	ENSG00000198324.14	-	ENST00000361483.4|ENST00000683047.1	ENSE00001319694.1	2	ENSG00000198324.14	ENSG00000198324.14	TRUE	annotated
chr12	88115182	88115478	297	-	CEP290	ENSG00000198707.17	ENSG00000198707.17:t:88115098-88115182	0.1316	0.6649	0.03507	0.0444	0.1948	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0	ENSG00000198707.17:t:88115098-88115182_88115182-88115478	NA	NA	chr12:88115182-88115478	296	-	ENST00000676363.1|ENST00000552810.6|ENST00000309041.12|ENST00000672414.2|ENST00000673058.2|ENST00000674971.1|ENST00000675230.1|ENST00000675408.1|ENST00000675476.1|ENST00000675628.1|ENST00000675794.1|ENST00000675833.1|ENST00000676074.1|ENST00000676448.1|ENST00000604024.5|ENST00000547926.7|ENST00000671822.2|ENST00000676351.1	ENSE00003899313.1|ENSE00003718127.1|ENSE00003893529.1	11|19|18|21|20|16|17	ENSG00000198707.17	-	ENST00000675476.1|ENST00000604024.5	ENSE00003515004.1	20|10	ENSG00000198707.17	ENSG00000198707.17	TRUE	annotated
chr18	25160673	25195159	34487	-	ZNF521	ENSG00000198795.11	ENSG00000198795.11:s:25195159-25195244	0.2748	0.998	1.73e-06	0.002	0.3106	s|1e2.1o1|1e3.1o1|2e1.1o1	3	4	1	ENSG00000198795.11:s:25195159-25195244_25160673-25195159	NA	NA	chr18:25160673-25195159	34486												FALSE	none
chr7	67195337	67203744	8408	+	TYW1	ENSG00000198874.14	ENSG00000198874.14:s:67195170-67195337	0.1237	0.6727	0.0337	0.0476	0.1845	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000198874.14:s:67195170-67195337_67195337-67203744	NA	NA	chr7:67195337-67203744	8407	+	ENST00000359626.10|ENST00000361660.8|ENST00000495971.1	ENSE00003647261.1|ENSE00003587148.1	15|14|6	ENSG00000198874.14						ENSG00000198874.14	FALSE	novel_acceptor
chr1	23393608	23393879	272	-	TCEA3	ENSG00000204219.11	ENSG00000204219.11:s:23393879-23394033	0.2649	1	2.581e-20	3e-04	0.2863	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000204219.11:s:23393879-23394033_23393608-23393879	23393609	23393878	chr1:23393608-23393879	271						-	ENST00000450454.7|ENST00000476978.2	ENSE00001641729.1	8	ENSG00000204219.11	ENSG00000204219.11	FALSE	novel_acceptor
chr1	23393609	23393878	270	-	TCEA3	ENSG00000204219.11	ENSG00000204219.11:s:23393879-23394033	0.2191	1	2.732e-20	0.0142	0.2408	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000204219.11:s:23393879-23394033_23393609-23393878	NA	NA	chr1:23393609-23393878	269												FALSE	none
chr1	23387419	23390825	3407	-	TCEA3	ENSG00000204219.11	ENSG00000204219.11:t:23387273-23387419	0.1659	0.9983	2.022e-14	3e-04	0.1897	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000204219.11:t:23387273-23387419_23387419-23390825	NA	NA	chr1:23387419-23390825	3406	-	ENST00000450454.7|ENST00000476978.2	ENSE00003559521.1	9	ENSG00000204219.11						ENSG00000204219.11	FALSE	novel_donor
chr1	23387420	23392420	5001	-	TCEA3	ENSG00000204219.11	ENSG00000204219.11:t:23387273-23387419	0.2536	1	2.616e-20	0.0142	0.2742	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000204219.11:t:23387273-23387419_23387420-23392420	NA	NA	chr1:23387420-23392420	5000												FALSE	none
chr2	28751924	28752038	115	+	PPP1CB	ENSG00000213639.11	ENSG00000213639.11:t:28751944-28752176	0.103	0.5371	0.06199	0.0367	0.1542	t|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3	5	4	0	ENSG00000213639.11:t:28751944-28752176_28751924-28752038	NA	NA	chr2:28751924-28752038	114	+	ENST00000296122.10	ENSE00003988251.1	1	ENSG00000213639.11	+	ENST00000420282.6|ENST00000441461.6|ENST00000703171.1|ENST00000703172.1|ENST00000703173.1|ENST00000296122.10	ENSE00001754926.1|ENSE00003988252.1	2	ENSG00000213639.11	ENSG00000213639.11	TRUE	annotated
chr17	7009889	7010059	171	-	ALOX12-AS1	ENSG00000215067.12	ENSG00000215067.12:t:7009796-7009889	0.1514	0.7974	0.01309	0.0069	0.1914	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000215067.12:t:7009796-7009889_7009889-7010059	NA	NA	chr17:7009889-7010059	170	-	ENST00000572385.5|ENST00000570562.5|ENST00000575889.5|ENST00000399541.6|ENST00000572547.1|ENST00000574377.5|ENST00000575727.5|ENST00000399540.2	ENSE00003464135.1|ENSE00003669313.1	2|3	ENSG00000215067.12|ENSG00000267047.1	-	ENST00000574377.5	ENSE00002661090.1	2	ENSG00000215067.12	ENSG00000215067.12|ENSG00000267047.1	TRUE	annotated
chr20	58694592	58694812	221	+	NPEPL1	ENSG00000215440.12	ENSG00000215440.12:s:58694421-58694592	0.4156	1	2.076e-20	4e-04	0.4291	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000215440.12:s:58694421-58694592_58694592-58694812	58694593	58695948	chr20:58694592-58694812	220	+	ENST00000530122.1|ENST00000525967.5|ENST00000525817.5|ENST00000356091.11|ENST00000529976.5|ENST00000527587.5|ENST00000533788.1	ENSE00003565021.1|ENSE00003688992.1|ENSE00003584392.1|ENSE00002185206.1	13|4|3|2|1	ENSG00000254995.4|ENSG00000215440.12						ENSG00000254995.4|ENSG00000215440.12	FALSE	ambig_gene
chr20	58694593	58695948	1356	+	NPEPL1	ENSG00000215440.12	ENSG00000215440.12:s:58694421-58694592	0.2439	1	3.906e-16	0.032	0.2667	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000215440.12:s:58694421-58694592_58694593-58695948	NA	NA	chr20:58694593-58695948	1355												FALSE	none
chr20	58697192	58698684	1493	+	NPEPL1	ENSG00000215440.12	ENSG00000215440.12:t:58698684-58698773	0.2593	1	2.592e-20	4e-04	0.2815	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000215440.12:t:58698684-58698773_58697192-58698684	NA	NA	chr20:58697192-58698684	1492						+	ENST00000530122.1|ENST00000525967.5|ENST00000525817.5|ENST00000356091.11|ENST00000529976.5|ENST00000527587.5|ENST00000533788.1	ENSE00003536001.1|ENSE00003658484.1|ENSE00003536930.1	14|5|4|3|2	ENSG00000254995.4|ENSG00000215440.12	ENSG00000254995.4|ENSG00000215440.12	FALSE	ambig_gene
chr20	58696089	58698683	2595	+	NPEPL1	ENSG00000215440.12	ENSG00000215440.12:t:58698684-58698773	0.316	1	2.41e-20	0.032	0.3391	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000215440.12:t:58698684-58698773_58696089-58698683	NA	NA	chr20:58696089-58698683	2594												FALSE	none
chr17	45441060	45445469	4410	-	PLEKHM1	ENSG00000225190.12	ENSG00000225190.12:s:45445470-45445663	0.137	0.6974	0.02604	0.0079	0.1753	s|1e1.1o1|i	2	2	1	ENSG00000225190.12:s:45445470-45445663_45441060-45445469	NA	NA	chr17:45441060-45445469	4409												FALSE	none
chr17	81824554	81826380	1827	-	MCRIP1	ENSG00000225663.8	ENSG00000225663.8:t:81824499-81826194	0.2075	0.9531	0.001562	0.0416	0.2574	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000225663.8:t:81824499-81826194_81824554-81826380	NA	NA	chr17:81824554-81826380	1826	-	ENST00000457257.5|ENST00000455127.7|ENST00000572645.5|ENST00000538396.5|ENST00000573478.5|ENST00000576431.5|ENST00000575061.2	ENSE00003613410.1|ENSE00003462755.1	2|3	ENSG00000225663.8	-	ENST00000457257.5|ENST00000572645.5|ENST00000575061.2	ENSE00001654952.2|ENSE00002648233.1	1|2	ENSG00000225663.8	ENSG00000225663.8	TRUE	annotated
chr3	4831018	4831159	142	-	ENSG00000235978	ENSG00000235978.8	ENSG00000235978.8:t:4830947-4831018	0.11	0.6121	0.006618	0.0056	0.1345	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o4|1e4.2o4|1e4.3o4|1e4.4o4	7	5	1	ENSG00000235978.8:t:4830947-4831018_4831018-4831159	NA	NA	chr3:4831018-4831159	141	-	ENST00000693140.1|ENST00000687391.1|ENST00000465436.5|ENST00000449914.5|ENST00000441894.4|ENST00000686919.1|ENST00000496600.5|ENST00000489771.2	ENSE00003758820.1	2|3	ENSG00000235978.8						ENSG00000235978.8	FALSE	novel_donor
chr9	128952846	128956141	3296	+	ENSG00000251184	ENSG00000251184.1	ENSG00000251184.1:s:128952773-128952846	0.3344	1	4.577e-11	0.0025	0.3544	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000251184.1:s:128952773-128952846_128952846-128956141	NA	NA	chr9:128952846-128956141	3295	+	ENST00000482796.1|ENST00000372577.2|ENST00000491990.5|ENST00000550219.1	ENSE00003464331.1|ENSE00003631390.1|ENSE00003604892.1	3	ENSG00000251184.1|ENSG00000095319.14						ENSG00000251184.1|ENSG00000095319.14	FALSE	ambig_gene
chr9	128956174	128956350	177	+	ENSG00000251184	ENSG00000251184.1	ENSG00000251184.1:t:128956350-128956434	0.57	1	1.536e-20	0.0025	0.582	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000251184.1:t:128956350-128956434_128956174-128956350	NA	NA	chr9:128956174-128956350	176						+	ENST00000482796.1|ENST00000372577.2|ENST00000491990.5|ENST00000550219.1	ENSE00003691779.1|ENSE00003557176.1|ENSE00003481338.1	4	ENSG00000251184.1|ENSG00000095319.14	ENSG00000251184.1|ENSG00000095319.14	FALSE	ambig_gene
chr8	101287810	101293244	5435	+	ENSG00000253282	ENSG00000253282.1	ENSG00000253282.1:s:101287677-101287809	0.1225	0.6082	0.04107	0.0302	0.1748	s|1e1.1o1|i	2	2	1	ENSG00000253282.1:s:101287677-101287809_101287810-101293244	NA	NA	chr8:101287810-101293244	5434												FALSE	none
chr15	22557093	22559788	2696	+	HERC2P2	ENSG00000276550.6	ENSG00000276550.6:s:22556910-22557092	0.1911	0.9695	0.0002666	0.0108	0.2254	s|1e1.1o1|i	2	2	1	ENSG00000276550.6:s:22556910-22557092_22557093-22559788	NA	NA	chr15:22557093-22559788	2695												FALSE	none
chr15	22569292	22572928	3637	+	HERC2P2	ENSG00000276550.6	ENSG00000276550.6:s:22569149-22569291	0.1099	0.569	0.05089	0.0047	0.1423	s|1e1.1o1|i	2	2	1	ENSG00000276550.6:s:22569149-22569291_22569292-22572928	NA	NA	chr15:22569292-22572928	3636												FALSE	none
chr21	39509027	39515088	6062	+	GET1-SH3BGR	ENSG00000285815.1	ENSG00000285815.1:s:39508998-39509027	0.4359	1	2.007e-20	0.0215	0.4482	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000285815.1:s:39508998-39509027_39509027-39515088	NA	NA	chr21:39509027-39515088	6061	+	ENST00000647779.1|ENST00000648253.1|ENST00000380637.7|ENST00000380634.5|ENST00000458295.5|ENST00000440288.6|ENST00000380631.5|ENST00000333634.10|ENST00000452550.5|ENST00000423596.5|ENST00000698170.1	ENSE00003831663.1|ENSE00003837757.1|ENSE00001291003.1	7|12|5|4|3	ENSG00000285815.1|ENSG00000185437.16	+	ENST00000647779.1|ENST00000648253.1|ENST00000380637.7|ENST00000380634.5|ENST00000458295.5|ENST00000380631.5|ENST00000333634.10|ENST00000452550.5|ENST00000698170.1|ENST00000447939.1	ENSE00003837627.1|ENSE00003837376.1|ENSE00003616304.1|ENSE00001485691.1|ENSE00001674565.1|ENSE00001485685.1|ENSE00003918592.1|ENSE00003523025.1	9|14|7|6|5|2	ENSG00000285815.1|ENSG00000185437.16	ENSG00000285815.1|ENSG00000185437.16	FALSE	ambig_gene
chr21	39509027	39515088	6062	+	GET1-SH3BGR	ENSG00000285815.1	ENSG00000285815.1:t:39515088-39515506	0.3563	1	2.277e-20	0.0167	0.3699	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000285815.1:t:39515088-39515506_39509027-39515088	39511810	39515087	chr21:39509027-39515088	6061	+	ENST00000647779.1|ENST00000648253.1|ENST00000380637.7|ENST00000380634.5|ENST00000458295.5|ENST00000440288.6|ENST00000380631.5|ENST00000333634.10|ENST00000452550.5|ENST00000423596.5|ENST00000698170.1	ENSE00003831663.1|ENSE00003837757.1|ENSE00001291003.1	7|12|5|4|3	ENSG00000285815.1|ENSG00000185437.16	+	ENST00000647779.1|ENST00000648253.1|ENST00000380637.7|ENST00000380634.5|ENST00000458295.5|ENST00000380631.5|ENST00000333634.10|ENST00000452550.5|ENST00000698170.1|ENST00000447939.1	ENSE00003837627.1|ENSE00003837376.1|ENSE00003616304.1|ENSE00001485691.1|ENSE00001674565.1|ENSE00001485685.1|ENSE00003918592.1|ENSE00003523025.1	9|14|7|6|5|2	ENSG00000285815.1|ENSG00000185437.16	ENSG00000285815.1|ENSG00000185437.16	FALSE	ambig_gene
chr2	113596582	113596671	90	+	WASH2P	ENSG00000291134.1	ENSG00000291134.1:s:113596381-113596582	0.1037	0.4809	0.07003	0.0453	0.164	s|1e1.1o2|1e1.2o2|2e1.1o2	3	2	0	ENSG00000291134.1:s:113596381-113596582_113596582-113596671	NA	NA	chr2:113596582-113596671	89	+	ENST00000702861.1|ENST00000702783.1|ENST00000685435.1|ENST00000453662.6	ENSE00003997935.1|ENSE00003640372.1	6|7	ENSG00000291134.1|ENSG00000146556.17	+	ENST00000686495.1|ENST00000702861.1|ENST00000692602.1|ENST00000702783.1|ENST00000685302.1|ENST00000688542.1|ENST00000685435.1|ENST00000702155.1|ENST00000685518.1|ENST00000691953.1|ENST00000702058.1|ENST00000453662.6|ENST00000538033.2	ENSE00003997886.1|ENSE00003605264.1	8|7|5	ENSG00000291134.1|ENSG00000146556.17	ENSG00000291134.1|ENSG00000146556.17	TRUE	annotated
chr20	58694592	58694812	221	+	STX16-NPEPL1	ENSG00000254995.4	ENSG00000254995.4:s:58694422-58694592	0.4163	1	2.072e-20	4e-04	0.4299	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000254995.4:s:58694422-58694592_58694592-58694812	58694593	58695948	chr20:58694592-58694812	220	+	ENST00000530122.1|ENST00000525967.5|ENST00000525817.5|ENST00000356091.11|ENST00000529976.5|ENST00000527587.5|ENST00000533788.1	ENSE00003565021.1|ENSE00003688992.1|ENSE00003584392.1|ENSE00002185206.1	13|4|3|2|1	ENSG00000254995.4|ENSG00000215440.12						ENSG00000254995.4|ENSG00000215440.12	FALSE	ambig_gene
chr20	58694593	58695948	1356	+	STX16-NPEPL1	ENSG00000254995.4	ENSG00000254995.4:s:58694422-58694592	0.2417	1	3.46e-13	0.028	0.2643	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000254995.4:s:58694422-58694592_58694593-58695948	NA	NA	chr20:58694593-58695948	1355												FALSE	none
chr20	58697192	58698684	1493	+	STX16-NPEPL1	ENSG00000254995.4	ENSG00000254995.4:t:58698684-58698773	0.2599	1	2.589e-20	4e-04	0.2817	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000254995.4:t:58698684-58698773_58697192-58698684	NA	NA	chr20:58697192-58698684	1492						+	ENST00000530122.1|ENST00000525967.5|ENST00000525817.5|ENST00000356091.11|ENST00000529976.5|ENST00000527587.5|ENST00000533788.1	ENSE00003536001.1|ENSE00003658484.1|ENSE00003536930.1	14|5|4|3|2	ENSG00000254995.4|ENSG00000215440.12	ENSG00000254995.4|ENSG00000215440.12	FALSE	ambig_gene
chr20	58696089	58698683	2595	+	STX16-NPEPL1	ENSG00000254995.4	ENSG00000254995.4:t:58698684-58698773	0.315	1	2.434e-20	0.028	0.3349	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000254995.4:t:58698684-58698773_58696089-58698683	NA	NA	chr20:58696089-58698683	2594												FALSE	none
chr11	58616815	58616993	179	+	ZFP91-CNTF	ENSG00000255073.8	ENSG00000255073.8:s:58616716-58616815	0.1941	0.9972	2.644e-09	0.0023	0.2165	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000255073.8:s:58616716-58616815_58616815-58616993	NA	NA	chr11:58616815-58616993	178	+	ENST00000316059.7|ENST00000389919.8|ENST00000422974.2	ENSE00003564273.1|ENSE00003550905.1	10|8	ENSG00000186660.15|ENSG00000255073.8						ENSG00000186660.15|ENSG00000255073.8	FALSE	ambig_gene
chr11	58617054	58617196	143	+	ZFP91-CNTF	ENSG00000255073.8	ENSG00000255073.8:t:58617196-58617568	0.2511	1	1.095e-15	0.0024	0.2723	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000255073.8:t:58617196-58617568_58617054-58617196	NA	NA	chr11:58617054-58617196	142						+	ENST00000316059.7|ENST00000389919.8|ENST00000422974.2	ENSE00001254942.5|ENSE00002691833.1	11|9	ENSG00000186660.15|ENSG00000255073.8	ENSG00000186660.15|ENSG00000255073.8	FALSE	ambig_gene
chr17	63706739	63710491	3753	-	STRADA	ENSG00000266173.7	ENSG00000266173.7:s:63710362-63710614	0.1367	0.7074	0.02456	0.0433	0.1953	s|1e1.1o2|1e1.2o2|1e2.1o2|i	4	3	0	ENSG00000266173.7:s:63710362-63710614_63706739-63710491	NA	NA	chr17:63706739-63710491	3752	-	ENST00000640870.1|ENST00000638708.1|ENST00000639835.1|ENST00000336174.12|ENST00000640999.1|ENST00000375840.9|ENST00000638702.1|ENST00000640979.1|ENST00000447001.8|ENST00000392950.9|ENST00000580553.1|ENST00000640086.1|ENST00000640679.1|ENST00000638276.1|ENST00000638888.1|ENST00000640827.1|ENST00000640397.1|ENST00000638698.1|ENST00000638193.1|ENST00000582137.6|ENST00000580039.6|ENST00000639521.1|ENST00000579340.5|ENST00000578801.6|ENST00000640174.1|ENST00000579318.2|ENST00000640183.1|ENST00000638309.1|ENST00000578008.6|ENST00000581243.6|ENST00000638578.1|ENST00000640741.1|ENST00000639192.1	ENSE00003571402.1|ENSE00003563897.1|ENSE00003573760.1|ENSE00003668869.1|ENSE00003802780.1|ENSE00003807038.1|ENSE00003801657.1|ENSE00003810845.1	9|8|10|6|7|3	ENSG00000266173.7|ENSG00000125695.12	-	ENST00000640870.1|ENST00000638708.1|ENST00000639835.1|ENST00000336174.12|ENST00000245865.10|ENST00000640999.1|ENST00000375840.9|ENST00000638702.1|ENST00000640979.1|ENST00000447001.8|ENST00000392950.9|ENST00000640086.1|ENST00000640679.1|ENST00000638276.1|ENST00000638888.1|ENST00000640827.1|ENST00000640397.1|ENST00000638698.1|ENST00000638193.1|ENST00000582137.6|ENST00000580039.6|ENST00000639521.1|ENST00000579340.5|ENST00000578801.6|ENST00000640174.1|ENST00000579318.2|ENST00000640183.1|ENST00000638309.1|ENST00000639135.1|ENST00000578008.6|ENST00000617949.4|ENST00000581243.6|ENST00000638578.1|ENST00000640741.1|ENST00000639192.1|ENST00000640707.1|ENST00000639603.1|ENST00000638718.1|ENST00000581505.6	ENSE00003651077.1|ENSE00003480156.1|ENSE00003805682.1|ENSE00002731094.2	8|6|7|4|1|5	ENSG00000266173.7	ENSG00000266173.7|ENSG00000125695.12	TRUE	annotated
chr17	63706739	63710491	3753	-	STRADA	ENSG00000266173.7	ENSG00000266173.7:t:63706635-63706739	0.1354	0.7029	0.02834	0.0432	0.1898	t|1e1.1o1|1e2.1o1|2e2.1o1	3	3	0	ENSG00000266173.7:t:63706635-63706739_63706739-63710491	NA	NA	chr17:63706739-63710491	3752	-	ENST00000640870.1|ENST00000638708.1|ENST00000639835.1|ENST00000336174.12|ENST00000640999.1|ENST00000375840.9|ENST00000638702.1|ENST00000640979.1|ENST00000447001.8|ENST00000392950.9|ENST00000580553.1|ENST00000640086.1|ENST00000640679.1|ENST00000638276.1|ENST00000638888.1|ENST00000640827.1|ENST00000640397.1|ENST00000638698.1|ENST00000638193.1|ENST00000582137.6|ENST00000580039.6|ENST00000639521.1|ENST00000579340.5|ENST00000578801.6|ENST00000640174.1|ENST00000579318.2|ENST00000640183.1|ENST00000638309.1|ENST00000578008.6|ENST00000581243.6|ENST00000638578.1|ENST00000640741.1|ENST00000639192.1	ENSE00003571402.1|ENSE00003563897.1|ENSE00003573760.1|ENSE00003668869.1|ENSE00003802780.1|ENSE00003807038.1|ENSE00003801657.1|ENSE00003810845.1	9|8|10|6|7|3	ENSG00000266173.7|ENSG00000125695.12	-	ENST00000640870.1|ENST00000638708.1|ENST00000639835.1|ENST00000336174.12|ENST00000245865.10|ENST00000640999.1|ENST00000375840.9|ENST00000638702.1|ENST00000640979.1|ENST00000447001.8|ENST00000392950.9|ENST00000640086.1|ENST00000640679.1|ENST00000638276.1|ENST00000638888.1|ENST00000640827.1|ENST00000640397.1|ENST00000638698.1|ENST00000638193.1|ENST00000582137.6|ENST00000580039.6|ENST00000639521.1|ENST00000579340.5|ENST00000578801.6|ENST00000640174.1|ENST00000579318.2|ENST00000640183.1|ENST00000638309.1|ENST00000639135.1|ENST00000578008.6|ENST00000617949.4|ENST00000581243.6|ENST00000638578.1|ENST00000640741.1|ENST00000639192.1|ENST00000640707.1|ENST00000639603.1|ENST00000638718.1|ENST00000581505.6	ENSE00003651077.1|ENSE00003480156.1|ENSE00003805682.1|ENSE00002731094.2	8|6|7|4|1|5	ENSG00000266173.7	ENSG00000266173.7|ENSG00000125695.12	TRUE	annotated
chr11	65289873	65294152	4280	+	ENSG00000285816	ENSG00000285816.1	ENSG00000285816.1:s:65289799-65289872	0.1517	0.7502	0.01916	0.0181	0.2034	s|1e1.1o1|i	2	2	1	ENSG00000285816.1:s:65289799-65289872_65289873-65294152	NA	NA	chr11:65289873-65294152	4279												FALSE	none
chr15	22557093	22559788	2696	+	ENSG00000291003	ENSG00000291003.1	ENSG00000291003.1:s:22556910-22557092	0.1892	0.9731	0.0001259	0.0139	0.2111	s|1e1.1o1|i	2	2	1	ENSG00000291003.1:s:22556910-22557092_22557093-22559788	NA	NA	chr15:22557093-22559788	2695												FALSE	none
